timestamp,exp_name,tag,epoch,is_best_val,model,tin,tout,ckpt_path,train_mse,train_rmse,train_mae,train_mape,train_r2,train_rmse_t,train_mae_t,val_mse,val_rmse,val_mae,val_mape,val_r2,val_rmse_t,val_mae_t,test_mse,test_rmse,test_mae,test_mape,test_r2,test_rmse_t,test_mae_t
,convlstm,epoch,10,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02424156362626781,0.15554870379975222,0.11736529518632179,70.94930867945894,0.9753786246193216,"(0.106879, 0.126218, 0.144000, 0.157820, 0.169183, 0.179173, 0.188516)","(0.079405, 0.094988, 0.109788, 0.121314, 0.130704, 0.138856, 0.146503)",0.023016956568296467,0.15030602179467678,0.11267860127346856,67.07188745907375,0.9123691107545581,"(0.102063, 0.120986, 0.138367, 0.152242, 0.163758, 0.173909, 0.183273)","(0.075342, 0.090542, 0.104925, 0.116315, 0.125777, 0.134097, 0.141752)",,,,,,,
,convlstm,epoch,11,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02357844519924293,0.15343729961154073,0.11542576369135937,70.17928866122631,0.976101611839964,"(0.103459, 0.124076, 0.142266, 0.156050, 0.167269, 0.177109, 0.186211)","(0.076505, 0.093126, 0.108303, 0.119771, 0.128934, 0.136960, 0.144381)",0.022880094225651453,0.14957455998020514,0.11230650783649512,64.84880781173706,0.9114203261477607,"(0.098885, 0.119178, 0.137170, 0.151416, 0.163311, 0.173937, 0.183902)","(0.072871, 0.089352, 0.104380, 0.116144, 0.125926, 0.134643, 0.142829)",,,,,,,
,convlstm,epoch,12,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.023433825833366274,0.15297912559431917,0.11500683086032563,69.75551124329263,0.9762452866168733,"(0.101001, 0.122948, 0.141799, 0.155871, 0.167210, 0.177045, 0.186300)","(0.074450, 0.092204, 0.108020, 0.119738, 0.129049, 0.137025, 0.144562)",0.024162135486091887,0.15468448693198816,0.11605403093355042,70.04814784867423,0.9077293957982745,"(0.099266, 0.121703, 0.141594, 0.157161, 0.169769, 0.180707, 0.190813)","(0.073081, 0.091085, 0.107684, 0.120636, 0.131124, 0.140200, 0.148568)",,,,,,,
,convlstm,epoch,13,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.023125195449733352,0.15196232601897852,0.11412890215820455,69.43507876294724,0.976531170784159,"(0.099064, 0.121855, 0.140913, 0.155044, 0.166352, 0.176155, 0.185199)","(0.072916, 0.091337, 0.107315, 0.119037, 0.128319, 0.136309, 0.143669)",0.02243109908886254,0.148173594049045,0.11138904866363321,63.42146059444973,0.9129091245787484,"(0.095096, 0.117439, 0.136146, 0.150550, 0.162348, 0.172768, 0.182503)","(0.069877, 0.088095, 0.103865, 0.115845, 0.125616, 0.134196, 0.142229)",,,,,,,
,convlstm,epoch,14,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.023127348172141515,0.15194798419326705,0.11406493329621376,69.18168175474126,0.9764957272625984,"(0.097659, 0.121426, 0.140851, 0.155094, 0.166561, 0.176497, 0.185624)","(0.071734, 0.090974, 0.107281, 0.119096, 0.128560, 0.136693, 0.144116)",0.02248873145851706,0.14831246329205378,0.11192309164575168,63.93138384819031,0.9117636638028281,"(0.094489, 0.117657, 0.136741, 0.151204, 0.162797, 0.172814, 0.182017)","(0.069618, 0.088621, 0.104803, 0.116878, 0.126491, 0.134735, 0.142314)",,,,,,,
,convlstm,epoch,15,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.023076402875495717,0.15179251726297213,0.11402288935285934,69.01482614557794,0.9765857901979,"(0.096625, 0.121129, 0.140803, 0.155156, 0.166586, 0.176435, 0.185485)","(0.071003, 0.090845, 0.107382, 0.119315, 0.128711, 0.136764, 0.144140)",0.022138083253854086,0.1471943049026387,0.11054927696074758,64.3625237601144,0.9139482123511178,"(0.093350, 0.116668, 0.135524, 0.149834, 0.161474, 0.171711, 0.181237)","(0.068578, 0.087542, 0.103403, 0.115239, 0.124825, 0.133212, 0.141047)",,,,,,,
,convlstm,epoch,16,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.022304980728299693,0.14925605648946136,0.11180656851130596,68.35665660208844,0.977327363288149,"(0.094840, 0.119674, 0.139036, 0.152886, 0.163828, 0.173172, 0.181701)","(0.069356, 0.089468, 0.105762, 0.117266, 0.126232, 0.133807, 0.140755)",0.02225688612088561,0.1480302789381572,0.11056357728583473,67.27343467303685,0.915801654968943,"(0.092023, 0.117014, 0.136890, 0.151637, 0.163122, 0.172745, 0.181400)","(0.067323, 0.087465, 0.104025, 0.116123, 0.125474, 0.133289, 0.140246)",,,,,,,
,convlstm,epoch,17,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02221568167566302,0.14893768515334452,0.11156969010195833,68.18476287354814,0.9774762503010161,"(0.093035, 0.118994, 0.138647, 0.152646, 0.163747, 0.173172, 0.181808)","(0.067812, 0.088916, 0.105554, 0.117236, 0.126356, 0.134047, 0.141068)",0.02349322791477399,0.15181637901280606,0.11436929580356393,59.40589690208435,0.9097056090831757,"(0.090643, 0.116569, 0.137160, 0.153317, 0.167089, 0.179748, 0.191979)","(0.066402, 0.087739, 0.105254, 0.118810, 0.130342, 0.140897, 0.151142)",,,,,,,
,convlstm,epoch,18,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.022231764249265828,0.14899198083145093,0.11155911523135419,67.94085299715083,0.9774698548494501,"(0.092343, 0.118934, 0.138825, 0.152888, 0.163899, 0.173353, 0.181816)","(0.067275, 0.088915, 0.105725, 0.117427, 0.126432, 0.134097, 0.141043)",0.024437653233430216,0.15430743380316667,0.11758346882249628,60.324716091156006,0.9000668546983174,"(0.090853, 0.117979, 0.139398, 0.156099, 0.170172, 0.182949, 0.195183)","(0.067084, 0.089782, 0.108288, 0.122497, 0.134430, 0.145252, 0.155751)",,,,,,,
,convlstm,epoch,19,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.021887528719974958,0.14784135373763502,0.11065723604344307,67.59837901338618,0.9777867188479038,"(0.091076, 0.118185, 0.138084, 0.151925, 0.162739, 0.171877, 0.180223)","(0.066256, 0.088350, 0.105196, 0.116690, 0.125546, 0.132909, 0.139654)",0.021163547677653178,0.1441047830241067,0.10759605573756355,64.82245291982379,0.9189843769584384,"(0.088108, 0.114436, 0.133790, 0.147827, 0.158802, 0.168100, 0.176498)","(0.064108, 0.085463, 0.101707, 0.113259, 0.122234, 0.129795, 0.136606)",,,,,,,
,convlstm,epoch,20,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.022017355364291592,0.14828638201478775,0.1109187366797569,67.59218090138536,0.9776600960721361,"(0.090318, 0.118193, 0.138311, 0.152340, 0.163342, 0.172752, 0.181248)","(0.065522, 0.088298, 0.105336, 0.116997, 0.125984, 0.133685, 0.140610)",0.021235868534339324,0.14412282034754753,0.10773026118321079,62.743975809642244,0.9179285636969975,"(0.087478, 0.114231, 0.133628, 0.147692, 0.158780, 0.168308, 0.177051)","(0.063650, 0.085487, 0.101779, 0.113338, 0.122403, 0.130163, 0.137292)",,,,,,,
,convlstm,epoch,21,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02206849819049239,0.14844194576307881,0.1111463143074132,67.339803594224,0.9775941016826224,"(0.090068, 0.118248, 0.138432, 0.152496, 0.163510, 0.172997, 0.181610)","(0.065453, 0.088490, 0.105519, 0.117206, 0.126284, 0.134044, 0.141029)",0.021866398830232874,0.1467866969427892,0.10923632500427109,68.88894592012677,0.917645235146795,"(0.087827, 0.115526, 0.135824, 0.150615, 0.162149, 0.171876, 0.180670)","(0.063846, 0.086169, 0.103014, 0.115100, 0.124493, 0.132447, 0.139586)",,,,,,,
,convlstm,epoch,22,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.021438625452921113,0.14633746079350482,0.10942550320574577,66.93610731084296,0.9782616274153932,"(0.088564, 0.117100, 0.137020, 0.150651, 0.161202, 0.170233, 0.178444)","(0.064075, 0.087440, 0.104303, 0.115688, 0.124353, 0.131714, 0.138406)",0.02097129568989788,0.14348588750830718,0.10711875078933579,62.444399901798796,0.9191680188689914,"(0.085938, 0.113715, 0.133257, 0.147331, 0.158341, 0.167688, 0.176149)","(0.062283, 0.084887, 0.101340, 0.112970, 0.122041, 0.129696, 0.136614)",,,,,,,
,convlstm,epoch,23,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.0214443488264496,0.14632056778404853,0.10936358487827981,66.73530032786917,0.9782663406209743,"(0.087805, 0.117031, 0.137192, 0.150927, 0.161357, 0.170203, 0.178246)","(0.063399, 0.087362, 0.104421, 0.115846, 0.124467, 0.131719, 0.138332)",0.021296373834567412,0.14422171536300862,0.10825954750180244,60.84212517738342,0.9157626586300986,"(0.085153, 0.113754, 0.133626, 0.147966, 0.159272, 0.168946, 0.177763)","(0.061957, 0.085510, 0.102355, 0.114240, 0.123554, 0.131480, 0.138722)",,,,,,,
,convlstm,epoch,24,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02145362833633702,0.1463265028371798,0.1094041321268107,66.46383202329595,0.9781958806387921,"(0.087285, 0.116899, 0.137061, 0.150773, 0.161362, 0.170455, 0.178598)","(0.063140, 0.087381, 0.104422, 0.115858, 0.124532, 0.131927, 0.138570)",0.020653286782492484,0.14257947408727237,0.10584905557334423,62.12920141220093,0.9208533955471856,"(0.084386, 0.113021, 0.132636, 0.146646, 0.157516, 0.166665, 0.174887)","(0.060754, 0.083965, 0.100417, 0.111940, 0.120811, 0.128210, 0.134847)",,,,,,,
,convlstm,epoch,25,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02106196458074958,0.1450264276189303,0.10821160162858506,66.16267188051914,0.978604183235067,"(0.085906, 0.116010, 0.136160, 0.149717, 0.160122, 0.168858, 0.176639)","(0.061780, 0.086501, 0.103565, 0.114843, 0.123417, 0.130530, 0.136846)",0.0218942697226469,0.1463867678706135,0.10990148543247155,58.12435007095337,0.9139909424952098,"(0.084032, 0.113726, 0.134331, 0.149544, 0.161880, 0.172715, 0.182800)","(0.060995, 0.085525, 0.103029, 0.115693, 0.125924, 0.134877, 0.143268)",,,,,,,
,convlstm,epoch,26,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02106121209192466,0.14501245432698248,0.10829510698293118,65.92929292232432,0.9785901653639814,"(0.085333, 0.115814, 0.136060, 0.149744, 0.160223, 0.169008, 0.176805)","(0.061320, 0.086431, 0.103620, 0.115027, 0.123662, 0.130835, 0.137170)",0.020443057541602423,0.14180511981248856,0.1049403018717255,63.004188537597656,0.9218319888625827,"(0.082877, 0.112410, 0.132092, 0.146034, 0.156813, 0.165849, 0.173912)","(0.059547, 0.083423, 0.099782, 0.111145, 0.119890, 0.127164, 0.133631)",,,,,,,
,convlstm,epoch,27,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02091777689279394,0.14451796249132534,0.10784526755835147,65.6802844189583,0.9787835786317257,"(0.084653, 0.115530, 0.135772, 0.149364, 0.159728, 0.168401, 0.176044)","(0.060754, 0.086195, 0.103343, 0.114678, 0.123214, 0.130266, 0.136467)",0.021153456099065288,0.1443589742162398,0.10664007333772522,60.33859372138977,0.9200625121593475,"(0.082704, 0.113161, 0.133658, 0.148396, 0.159911, 0.169655, 0.178458)","(0.059243, 0.083810, 0.100835, 0.112893, 0.122264, 0.130159, 0.137276)",,,,,,,
,convlstm,epoch,28,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02059025826685606,0.14340211273381046,0.1069396500812566,65.27366579339859,0.9791199333490209,"(0.083862, 0.115031, 0.135058, 0.148357, 0.158418, 0.166860, 0.174391)","(0.060057, 0.085751, 0.102770, 0.113855, 0.122120, 0.128965, 0.135059)",0.020545682836590067,0.1422357838600874,0.10487978479691915,64.03540737288338,0.9211837117161069,"(0.081248, 0.111929, 0.132074, 0.146412, 0.157558, 0.166943, 0.175372)","(0.058026, 0.082737, 0.099486, 0.111197, 0.120256, 0.127839, 0.134619)",,,,,,,
,convlstm,epoch,29,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.020732820995072735,0.14386933837431917,0.10730501712161175,65.26238528718339,0.9790064831997486,"(0.083129, 0.115008, 0.135280, 0.148795, 0.159091, 0.167728, 0.175447)","(0.059491, 0.085806, 0.103020, 0.114290, 0.122748, 0.129755, 0.136026)",0.021942234065915858,0.14661002265555517,0.11033740213939122,56.50748126847403,0.9130890624863761,"(0.083423, 0.115100, 0.135610, 0.150456, 0.162268, 0.172447, 0.181770)","(0.060812, 0.087013, 0.104371, 0.116684, 0.126399, 0.134726, 0.142356)",,,,,,,
,convlstm,epoch,30,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.020660151826574446,0.14363845036711542,0.10709875489168978,65.08191904108575,0.979015644243423,"(0.083064, 0.114963, 0.135229, 0.148684, 0.158852, 0.167362, 0.174898)","(0.059429, 0.085742, 0.102937, 0.114129, 0.122476, 0.129426, 0.135552)",0.02005308573799474,0.14017536251672677,0.10408513780151095,59.3167416368212,0.9230754247733525,"(0.080663, 0.111318, 0.130911, 0.144607, 0.155143, 0.163958, 0.171817)","(0.057914, 0.082968, 0.099385, 0.110587, 0.119114, 0.126178, 0.132450)",,,,,,,
,convlstm,epoch,31,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.020507822695009885,0.14310103166345903,0.10668127694504058,64.89154657404474,0.9792341165086056,"(0.082399, 0.114480, 0.134771, 0.148171, 0.158283, 0.166779, 0.174313)","(0.058877, 0.085408, 0.102617, 0.113766, 0.122067, 0.128964, 0.135069)",0.020339943834447434,0.1414979784084218,0.1046074384025165,59.97054655211313,0.9214928533349719,"(0.080561, 0.111821, 0.131726, 0.145767, 0.156670, 0.165892, 0.174205)","(0.057575, 0.082867, 0.099429, 0.110918, 0.119847, 0.127408, 0.134207)",,,,,,,
,convlstm,epoch,32,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.020383611063849418,0.14265315129030082,0.10630277322327837,64.67463402037924,0.9793105632700818,"(0.082054, 0.114383, 0.134512, 0.147770, 0.157755, 0.166155, 0.173607)","(0.058601, 0.085339, 0.102441, 0.113413, 0.121561, 0.128387, 0.134378)",0.02001872332766652,0.1400644885642188,0.10452099277504853,61.677074568612234,0.9218846559524536,"(0.080186, 0.111465, 0.131031, 0.144642, 0.155072, 0.163763, 0.171462)","(0.057713, 0.083331, 0.099803, 0.111055, 0.119685, 0.126852, 0.133207)",,,,,,,
,convlstm,epoch,33,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.020352089292112182,0.14254085126005003,0.10626551968620178,64.4747210360588,0.979371430391961,"(0.081694, 0.114240, 0.134471, 0.147682, 0.157690, 0.166049, 0.173473)","(0.058353, 0.085232, 0.102414, 0.113441, 0.121620, 0.128391, 0.134407)",0.019548655836842954,0.13843339601797716,0.1027245819568634,59.267355476106914,0.9239464210612434,"(0.079384, 0.110402, 0.129696, 0.143066, 0.153254, 0.161697, 0.169140)","(0.056802, 0.082167, 0.098392, 0.109358, 0.117627, 0.124387, 0.130339)",,,,,,,
,convlstm,epoch,34,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02019662678519145,0.14203116634047122,0.10577524742706025,64.4310877373878,0.9795163349902376,"(0.081164, 0.113883, 0.134110, 0.147339, 0.157202, 0.165378, 0.172675)","(0.057825, 0.084902, 0.102088, 0.113055, 0.121138, 0.127754, 0.133664)",0.019704232823901942,0.13896319775709084,0.10347751075667995,60.17168239184788,0.9230484792164394,"(0.079192, 0.110626, 0.130129, 0.143628, 0.153913, 0.162452, 0.170006)","(0.056744, 0.082532, 0.098983, 0.110138, 0.118619, 0.125593, 0.131734)",,,,,,,
,convlstm,epoch,35,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.01999694557781232,0.14130746113416348,0.10527819906301955,64.08798179220646,0.979665144643885,"(0.080605, 0.113485, 0.133594, 0.146679, 0.156410, 0.164479, 0.171592)","(0.057345, 0.084592, 0.101739, 0.112632, 0.120601, 0.127139, 0.132900)",0.02009777817875147,0.140741068603737,0.10429155693522521,62.3485267162323,0.9226982125214168,"(0.078819, 0.111031, 0.131081, 0.145136, 0.155998, 0.165178, 0.173468)","(0.056326, 0.082553, 0.099282, 0.110806, 0.119723, 0.127276, 0.134073)",,,,,,,
,convlstm,epoch,36,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.02014927483322297,0.14182039502193755,0.10562823562228933,63.94998069519692,0.979544405924513,"(0.080499, 0.113762, 0.134015, 0.147116, 0.156960, 0.165236, 0.172482)","(0.057308, 0.084875, 0.102072, 0.112920, 0.120957, 0.127674, 0.133591)",0.021545017221277312,0.1446954339210476,0.10993026436439582,62.4689530645098,0.9102702992303031,"(0.080015, 0.113246, 0.134215, 0.149044, 0.160612, 0.170404, 0.179151)","(0.058414, 0.086354, 0.104371, 0.116880, 0.126598, 0.134788, 0.142107)",,,,,,,
,convlstm,epoch,37,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.019962113816291094,0.14120506850749148,0.1051745638647612,63.89001884866268,0.979781207569102,"(0.080308, 0.113480, 0.133569, 0.146567, 0.156254, 0.164344, 0.171527)","(0.057104, 0.084613, 0.101682, 0.112517, 0.120450, 0.127023, 0.132833)",0.020360233295442804,0.14085621679467814,0.10605619555073124,58.42913123539516,0.9172082990407944,"(0.078901, 0.111466, 0.131567, 0.145543, 0.156240, 0.165130, 0.172941)","(0.057008, 0.084155, 0.101326, 0.113029, 0.121930, 0.129244, 0.135702)",,,,,,,
,convlstm,epoch,38,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.019912633688208906,0.14101648152397117,0.10496994270447721,63.6358193742468,0.9798071029338431,"(0.079929, 0.113349, 0.133483, 0.146489, 0.156106, 0.164096, 0.171202)","(0.056823, 0.084519, 0.101598, 0.112407, 0.120262, 0.126719, 0.132463)",0.019941461206014668,0.13950181300086634,0.10485934279859066,60.05558688299997,0.9193916065352303,"(0.078605, 0.110963, 0.130660, 0.144220, 0.154550, 0.163179, 0.170847)","(0.056634, 0.083556, 0.100365, 0.111724, 0.120352, 0.127505, 0.133879)",,,,,,,
,convlstm,epoch,39,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.0199098950945475,0.1410119610284845,0.10497352817749724,63.51512992128413,0.9797865751575916,"(0.079940, 0.113434, 0.133520, 0.146489, 0.156070, 0.164096, 0.171152)","(0.056810, 0.084604, 0.101626, 0.112397, 0.120236, 0.126709, 0.132433)",0.01936548512562045,0.13776461966335773,0.10255320396806512,60.878179618290496,0.9246367045811245,"(0.078244, 0.110214, 0.129425, 0.142555, 0.152512, 0.160798, 0.168123)","(0.056013, 0.082274, 0.098431, 0.109259, 0.117444, 0.124224, 0.130226)",,,,,,,
,convlstm,epoch,40,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.020040198902976005,0.14143581279976947,0.10541468930054218,63.59158308962558,0.9796221066028514,"(0.080139, 0.113672, 0.133837, 0.146886, 0.156559, 0.164634, 0.171759)","(0.057048, 0.084883, 0.101997, 0.112852, 0.120760, 0.127285, 0.133076)",0.02014247763768903,0.14104232777442252,0.10454062824802739,62.19525357655117,0.9217919600861413,"(0.078650, 0.111331, 0.131288, 0.145301, 0.156196, 0.165543, 0.174126)","(0.056091, 0.082718, 0.099414, 0.111003, 0.119993, 0.127729, 0.134837)",,,,,,,
,convlstm,epoch,41,1,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.01953865672917442,0.13969619486804852,0.1039655455883513,63.32017188376569,0.9801658347566077,"(0.079354, 0.112770, 0.132591, 0.145250, 0.154585, 0.162319, 0.169101)","(0.056290, 0.084028, 0.100870, 0.111412, 0.119071, 0.125295, 0.130792)",0.01939350547867694,0.13767470898372786,0.10265786546681609,59.843216078622,0.9234398433140346,"(0.077356, 0.109590, 0.129029, 0.142409, 0.152590, 0.161051, 0.168490)","(0.055332, 0.081974, 0.098398, 0.109443, 0.117813, 0.124759, 0.130885)",,,,,,,
,convlstm,epoch,42,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.01988659118440874,0.14092558181400314,0.10496094775326709,63.29203814648567,0.9798005518126995,"(0.079562, 0.113391, 0.133502, 0.146384, 0.155993, 0.164020, 0.171091)","(0.056558, 0.084631, 0.101669, 0.112385, 0.120269, 0.126757, 0.132458)",0.019403532130776772,0.13787377093519484,0.1028122202094112,61.983233554022654,0.9242880110229764,"(0.077823, 0.110116, 0.129435, 0.142682, 0.152723, 0.161070, 0.168443)","(0.055761, 0.082373, 0.098646, 0.109583, 0.117848, 0.124696, 0.130779)",,,,,,,
,convlstm,epoch,43,0,ConvLSTM,14,7,./checkpoints/convlstm.pt,0.01966589392024152,0.14013652248523176,0.10433384482847884,63.24729550138433,0.9800114568243635,"(0.079286, 0.112953, 0.132927, 0.145739, 0.155170, 0.162941, 0.169697)","(0.056308, 0.084269, 0.101241, 0.111862, 0.119557, 0.125819, 0.131280)",0.019625590947855796,0.1390140357294253,0.10249627035643373,61.21521159580776,0.9224293402263096,"(0.077568, 0.110276, 0.129929, 0.143531, 0.153980, 0.162851, 0.170894)","(0.055124, 0.081646, 0.097964, 0.109078, 0.117563, 0.124766, 0.131332)",,,,,,,
