exp_name,tag,epoch,is_best_val,model,tin,tout,ckpt_path,train_mse,train_rmse,train_mae,train_mape,train_r2,train_rmse_t,train_mae_t,val_mse,val_rmse,val_mae,val_mape,val_r2,val_rmse_t,val_mae_t,test_mse,test_rmse,test_mae,test_mape,test_r2,test_rmse_t,test_mae_t
simvp_gsta,epoch,0,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.1404285054019791,0.3457737578925511,0.26802374906045323,117.01503510170795,0.8573836214998936,"(0.344361, 0.341999, 0.345163, 0.347687, 0.345613, 0.347199, 0.348068)","(0.266708, 0.264731, 0.267608, 0.269398, 0.268560, 0.269588, 0.269573)",0.06328018122751798,0.24738747945853642,0.1970651639359338,95.64788797923497,0.7036429132734027,"(0.239005, 0.243609, 0.241976, 0.253196, 0.246506, 0.253335, 0.253043)","(0.189280, 0.193903, 0.192672, 0.202488, 0.197440, 0.201741, 0.201931)",,,,,,,
simvp_gsta,epoch,1,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.04335703718614705,0.2075873851281155,0.16039957692648502,88.68381613873422,0.9560850931608931,"(0.196193, 0.200866, 0.204011, 0.210032, 0.210610, 0.215098, 0.215260)","(0.150651, 0.155006, 0.157697, 0.162683, 0.163409, 0.166430, 0.166921)",0.04041203743379031,0.19722589371459825,0.155275022611022,72.82096556254795,0.8271177347217288,"(0.182593, 0.189359, 0.193881, 0.200315, 0.200602, 0.206553, 0.205638)","(0.143858, 0.149471, 0.152604, 0.158015, 0.158391, 0.162496, 0.162090)",,,,,,,
simvp_gsta,epoch,2,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.03142467060899164,0.1770691569860526,0.13608358752854327,78.3089997311856,0.9682152160304658,"(0.157617, 0.165978, 0.172690, 0.179204, 0.183184, 0.188342, 0.189748)","(0.120571, 0.127457, 0.132967, 0.138140, 0.141458, 0.145307, 0.146686)",0.034597403569413085,0.18274254724383354,0.1434076867465462,68.09647161620003,0.8633608562605721,"(0.159773, 0.172313, 0.178164, 0.183584, 0.187154, 0.196162, 0.198566)","(0.125382, 0.135850, 0.140180, 0.144223, 0.147214, 0.154316, 0.156689)",,,,,,,
simvp_gsta,epoch,3,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.026812976355010523,0.16360671014467892,0.12541850485858766,73.69524584425257,0.9728045333573159,"(0.137483, 0.149445, 0.158640, 0.166638, 0.171578, 0.177213, 0.179588)","(0.105187, 0.114653, 0.122099, 0.128368, 0.132297, 0.136643, 0.138682)",0.029586839323331202,0.1694580548043762,0.13411424309015274,66.13471576145717,0.8704633031572614,"(0.147483, 0.159038, 0.162346, 0.171993, 0.176674, 0.181616, 0.183441)","(0.118445, 0.127065, 0.128532, 0.136364, 0.140105, 0.143468, 0.144819)",,,,,,,
simvp_gsta,epoch,4,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.024046861457618626,0.15496412918010213,0.11845185647302485,70.53834306432846,0.9755996069375504,"(0.124229, 0.139114, 0.149847, 0.158273, 0.163955, 0.170004, 0.173010)","(0.094845, 0.106503, 0.115185, 0.121772, 0.126309, 0.131058, 0.133491)",0.025294902435104762,0.15676102840474673,0.12223019716995102,64.74405469213214,0.8913069665431976,"(0.123570, 0.141153, 0.151968, 0.159906, 0.166185, 0.172298, 0.175231)","(0.096128, 0.110862, 0.119653, 0.125477, 0.130721, 0.135305, 0.137463)",,,,,,,
simvp_gsta,epoch,5,0,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.022792887953209117,0.15085074791682415,0.11523955921701928,69.10187092233211,0.9769060725861407,"(0.117496, 0.134137, 0.145655, 0.154399, 0.160384, 0.166660, 0.169882)","(0.089826, 0.102781, 0.112038, 0.118842, 0.123568, 0.128536, 0.131085)",0.02537421988589423,0.15768971932785852,0.12137529573270253,67.85729530879429,0.8967617175408772,"(0.124011, 0.141447, 0.152293, 0.162032, 0.166429, 0.173334, 0.176940)","(0.095484, 0.109116, 0.117731, 0.125528, 0.129247, 0.134751, 0.137770)",,,,,,,
simvp_gsta,epoch,6,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.021609403886535067,0.14688023788162008,0.11193836844981984,67.18384046757475,0.9780969930456039,"(0.111203, 0.129607, 0.141721, 0.150678, 0.156834, 0.163021, 0.166754)","(0.084789, 0.099080, 0.108834, 0.115845, 0.120771, 0.125651, 0.128598)",0.023451520961576273,0.1516442485153675,0.11652088138673987,67.1723951952798,0.9030529792819705,"(0.119407, 0.134054, 0.144253, 0.154619, 0.160624, 0.167812, 0.172977)","(0.092790, 0.103319, 0.111251, 0.119386, 0.124381, 0.130118, 0.134400)",,,,,,,
simvp_gsta,epoch,7,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.020767727688430472,0.1440054764944067,0.10956183761516784,66.24982835891399,0.9789424316680178,"(0.106236, 0.125956, 0.138959, 0.148183, 0.154400, 0.160518, 0.164482)","(0.080739, 0.096133, 0.106680, 0.113898, 0.118897, 0.123740, 0.126847)",0.021676368013556515,0.14545054946626937,0.11171114817261696,63.13294662748064,0.9130356460809708,"(0.106882, 0.126845, 0.139081, 0.149105, 0.156090, 0.162729, 0.167371)","(0.081801, 0.097364, 0.107573, 0.115604, 0.121727, 0.127151, 0.130759)",,,,,,,
simvp_gsta,epoch,8,1,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.020612865498170575,0.14346144989018203,0.10926736938826581,65.92612524235503,0.9791146967005222,"(0.104919, 0.125401, 0.138627, 0.147744, 0.154003, 0.159934, 0.164029)","(0.079940, 0.095812, 0.106544, 0.113718, 0.118762, 0.123443, 0.126653)",0.021325638417952826,0.14434476702341012,0.11033572708921772,61.95385905674526,0.9156808682850429,"(0.104088, 0.124512, 0.138280, 0.148419, 0.154741, 0.162674, 0.166724)","(0.079049, 0.095257, 0.106461, 0.114800, 0.120172, 0.126703, 0.129909)",,,,,,,
simvp_gsta,epoch,9,0,SimVP,14,7,./checkpoints/simvp_gsta.pt,0.020080977347382206,0.14161224566895275,0.10763259996917654,64.93603115893424,0.9796191777320619,"(0.101964, 0.123299, 0.136853, 0.145899, 0.152300, 0.158371, 0.162484)","(0.077427, 0.094046, 0.105074, 0.112167, 0.117261, 0.122083, 0.125370)",0.021577566163614392,0.14527195612234728,0.11306055023201875,61.54120561054775,0.9086576572486332,"(0.106651, 0.126499, 0.138847, 0.148488, 0.156450, 0.162665, 0.167316)","(0.083707, 0.099154, 0.108890, 0.116501, 0.123136, 0.128119, 0.131915)",,,,,,,
