exp_name,tag,epoch,is_best_val,model,tin,tout,ckpt_path,d_model,depth,num_heads,spatial_scales,train_mse,train_rmse,train_mae,train_mape,train_r2,train_rmse_t,train_mae_t,val_mse,val_rmse,val_mae,val_mape,val_r2,val_rmse_t,val_mae_t,test_mse,test_rmse,test_mae,test_mape,test_r2,test_rmse_t,test_mae_t
msfv3_lk,epoch,0,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.15031292070535587,0.31233633388864235,0.2404483770753475,126.80475847771827,0.8469622705845122,"(0.310241, 0.340762, 0.301988, 0.306791, 0.299400, 0.295899, 0.315240)","(0.239043, 0.262422, 0.234380, 0.238629, 0.231189, 0.229808, 0.247667)",0.029186464081119214,0.16937582540724958,0.1287647177066122,75.51324507168361,0.894701246704374,"(0.121686, 0.148091, 0.156571, 0.170762, 0.180464, 0.190369, 0.203165)","(0.092840, 0.113145, 0.119968, 0.131426, 0.138751, 0.146926, 0.158296)",,,,,,,
msfv3_lk,epoch,1,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.026922541660593546,0.16396443426926086,0.12379135112179086,76.22699181576992,0.9727230484181262,"(0.111212, 0.139160, 0.152661, 0.166527, 0.177422, 0.187466, 0.196726)","(0.083623, 0.105195, 0.116371, 0.127745, 0.136401, 0.144685, 0.152520)",0.025841781803007637,0.15946153285247938,0.12047320444669042,73.21882993834359,0.9074649406330926,"(0.108578, 0.133951, 0.147941, 0.161352, 0.172183, 0.183591, 0.191697)","(0.082076, 0.101261, 0.112551, 0.123986, 0.132549, 0.142050, 0.148839)",,,,,,,
msfv3_lk,epoch,2,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.02427254124802161,0.1556583138856482,0.1174408569931984,74.03975383271562,0.9754480396179442,"(0.103688, 0.129674, 0.145078, 0.158912, 0.169326, 0.179197, 0.186750)","(0.078537, 0.098247, 0.110606, 0.121887, 0.130206, 0.138253, 0.144351)",0.023585990104558214,0.15196392791611807,0.11555935442447662,67.75420897347587,0.9109051206282207,"(0.104223, 0.126488, 0.140108, 0.154027, 0.164520, 0.174702, 0.183569)","(0.080306, 0.096932, 0.107441, 0.118908, 0.127292, 0.135357, 0.142679)",,,,,,,
msfv3_lk,epoch,3,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.02303669985106334,0.15161155291060183,0.1145225244950741,72.25364260977886,0.9766135669135033,"(0.100537, 0.125355, 0.141805, 0.155251, 0.165198, 0.174393, 0.181890)","(0.076493, 0.095043, 0.108278, 0.119237, 0.127226, 0.134695, 0.140685)",0.02273024053179792,0.1493291301386697,0.11280576139688492,68.85068699291774,0.9158539601734706,"(0.098902, 0.122684, 0.137914, 0.152132, 0.162964, 0.171812, 0.181158)","(0.075172, 0.092826, 0.105206, 0.117054, 0.125686, 0.133074, 0.140621)",,,,,,,
msfv3_lk,epoch,4,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.02201597985038732,0.14827070290103872,0.11176271161976013,69.93574739009776,0.9776448017739235,"(0.096306, 0.122006, 0.139224, 0.152362, 0.162041, 0.170778, 0.177852)","(0.072956, 0.092306, 0.106166, 0.116936, 0.124690, 0.131793, 0.137492)",0.021756346337497234,0.14591564796864986,0.11045008631689208,65.34409890856061,0.9156007277114051,"(0.093752, 0.118228, 0.136491, 0.149141, 0.160660, 0.168357, 0.176294)","(0.071300, 0.089649, 0.105094, 0.115151, 0.124604, 0.130386, 0.136967)",,,,,,,
msfv3_lk,epoch,5,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.021385677020124932,0.14612737955882193,0.10995590508459731,68.32660222560801,0.9783133223969885,"(0.092623, 0.120057, 0.137671, 0.150407, 0.160029, 0.168446, 0.175611)","(0.069778, 0.090661, 0.104987, 0.115416, 0.123148, 0.129955, 0.135746)",0.02142583342668201,0.1452315447053739,0.10905475621776921,67.43081930705479,0.9181767787252154,"(0.093040, 0.118410, 0.134458, 0.147718, 0.159751, 0.168346, 0.176116)","(0.070235, 0.089186, 0.102301, 0.113088, 0.122677, 0.129746, 0.136151)",,,,,,,
msfv3_lk,epoch,6,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.0210289890640118,0.144920594435423,0.10889228964422612,67.09702449149273,0.9786766574103781,"(0.090003, 0.118865, 0.136638, 0.149576, 0.159261, 0.167401, 0.174016)","(0.067474, 0.089638, 0.104117, 0.114753, 0.122560, 0.129191, 0.134514)",0.020644895233479992,0.14211475902370044,0.10684105062058993,63.448507172720774,0.9207263312169484,"(0.087490, 0.114844, 0.132100, 0.145029, 0.155546, 0.165373, 0.174247)","(0.065631, 0.086632, 0.100907, 0.111588, 0.119911, 0.127926, 0.135291)",,,,,,,
msfv3_lk,epoch,7,1,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.020512374326031892,0.14311129782111087,0.10731622017920017,65.86814354835673,0.9792056575100473,"(0.087145, 0.117099, 0.135251, 0.147979, 0.157356, 0.165407, 0.172246)","(0.064932, 0.088143, 0.102976, 0.113441, 0.121001, 0.127574, 0.133146)",0.02014665269026799,0.14047295546957425,0.10554168080644948,62.579025098255705,0.922073306781905,"(0.085526, 0.113918, 0.130776, 0.143877, 0.154536, 0.163174, 0.171423)","(0.064438, 0.086069, 0.099601, 0.110485, 0.118987, 0.126228, 0.132984)",,,,,,,
msfv3_lk,epoch,8,0,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.02037913645518587,0.14266202432361055,0.10693048384595424,65.50320452832162,0.9793498249764138,"(0.086010, 0.116871, 0.135212, 0.147649, 0.157054, 0.164779, 0.171557)","(0.063908, 0.087946, 0.102997, 0.113188, 0.120814, 0.127071, 0.132589)",0.02201837001900588,0.1468678114137479,0.11226314013557774,64.5933667932238,0.9108015362705503,"(0.087821, 0.118600, 0.137059, 0.151626, 0.160937, 0.170747, 0.179541)","(0.067234, 0.091687, 0.106786, 0.118859, 0.125938, 0.133995, 0.141344)",,,,,,,
msfv3_lk,epoch,9,0,MSFv3,14,7,./checkpoints/msfv3_lk.pt,128,4,4,"(2, 4, 8, 16)",0.02040041245995684,0.1427423374608476,0.10699211469197527,65.39994448803841,0.9792985912967236,"(0.085498, 0.116756, 0.135307, 0.147790, 0.157266, 0.165025, 0.171712)","(0.063456, 0.087845, 0.103109, 0.113352, 0.121016, 0.127347, 0.132820)",0.02012007054872811,0.14052551053464413,0.10534383888755526,63.06780644825527,0.9227324298449925,"(0.086930, 0.114915, 0.131170, 0.144147, 0.154327, 0.162820, 0.170279)","(0.064664, 0.086095, 0.099672, 0.110443, 0.118593, 0.125719, 0.132221)",,,,,,,
