exp_name,tag,epoch,is_best_val,model,tin,tout,ckpt_path,d_model,depth,num_heads,spatial_scales,decoder_refine_mode,decoder_refine_hidden,decoder_refine_depth,train_mse,train_rmse,train_mae,train_mape,train_r2,train_rmse_t,train_mae_t,val_mse,val_rmse,val_mae,val_mape,val_r2,val_rmse_t,val_mae_t,test_mse,test_rmse,test_mae,test_mape,test_r2,test_rmse_t,test_mae_t
msfv3_conv_base03,epoch,38,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017686848018437305,0.13290260681419322,0.09849303952874021,59.97390398066094,0.9820708882935504,"(0.074002, 0.108178, 0.127429, 0.139163, 0.147509, 0.153835, 0.159232)","(0.052616, 0.080224, 0.096490, 0.106257, 0.113142, 0.118190, 0.122534)",0.017565087498431758,0.13099722644048079,0.09752403013408184,56.514468806130544,0.930380506174905,"(0.069854, 0.104005, 0.123534, 0.136828, 0.145903, 0.153441, 0.159569)","(0.049175, 0.077149, 0.094168, 0.105538, 0.113003, 0.119261, 0.124374)",,,,,,,
msfv3_conv_base03,epoch,39,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01773404353793631,0.1330857062915239,0.0987395370735767,60.07687266329501,0.9820012174388195,"(0.074201, 0.108421, 0.127682, 0.139426, 0.147664, 0.154016, 0.159290)","(0.052980, 0.080571, 0.096771, 0.106527, 0.113275, 0.118406, 0.122647)",0.017455523018725216,0.13076801278761455,0.09689400212040969,57.53554848262242,0.9319759011268616,"(0.069949, 0.104231, 0.123275, 0.135864, 0.145232, 0.153153, 0.159951)","(0.049217, 0.077201, 0.093185, 0.103727, 0.111723, 0.118699, 0.124507)",,,,,,,
msfv3_conv_base03,epoch,40,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017713463820635954,0.1329864584349586,0.09860494514887637,60.05757033571284,0.9819796538733422,"(0.074035, 0.108255, 0.127565, 0.139334, 0.147615, 0.154019, 0.159128)","(0.052659, 0.080334, 0.096622, 0.106377, 0.113240, 0.118444, 0.122559)",0.017893132836824015,0.13242217020264693,0.0981892826301711,58.25431268555777,0.9314012378454208,"(0.071739, 0.105453, 0.125244, 0.137620, 0.146564, 0.154360, 0.162481)","(0.050948, 0.078123, 0.094914, 0.105349, 0.112699, 0.119350, 0.125943)",,,,,,,
msfv3_conv_base03,epoch,41,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017618410987779498,0.1326377659479366,0.09832825396764786,59.88998064081719,0.9821169354180073,"(0.073708, 0.107789, 0.127181, 0.138936, 0.147281, 0.153592, 0.158932)","(0.052351, 0.079947, 0.096350, 0.106120, 0.113010, 0.118108, 0.122412)",0.017758541757107844,0.1317781305738858,0.09858137049845286,56.98488443238394,0.929921635559627,"(0.072283, 0.105494, 0.125246, 0.137252, 0.146193, 0.153657, 0.159894)","(0.052537, 0.079144, 0.095933, 0.105650, 0.113007, 0.119343, 0.124455)",,,,,,,
msfv3_conv_base03,epoch,42,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01779204513382246,0.1332903417483635,0.09898038101481631,60.30702008592321,0.9819295751921674,"(0.074942, 0.108854, 0.127808, 0.139418, 0.147864, 0.154170, 0.159403)","(0.053768, 0.081015, 0.096908, 0.106477, 0.113426, 0.118521, 0.122748)",0.018451126259086386,0.13437063193746976,0.10146728876445975,57.0846403666905,0.9252111826624189,"(0.073429, 0.105655, 0.125815, 0.139411, 0.150629, 0.158656, 0.162977)","(0.054098, 0.079501, 0.096934, 0.108457, 0.118213, 0.124922, 0.128146)",,,,,,,
msfv3_conv_base03,epoch,43,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017657262079932904,0.13279146515024806,0.09849520035563632,59.77548434886526,0.9820540794666778,"(0.074063, 0.108341, 0.127501, 0.139084, 0.147218, 0.153631, 0.158884)","(0.052696, 0.080486, 0.096699, 0.106273, 0.112899, 0.118081, 0.122332)",0.01802619613174881,0.13288563170603343,0.09838117153516837,58.98036108698164,0.9294339077813285,"(0.075495, 0.107835, 0.126679, 0.138094, 0.146750, 0.154089, 0.160463)","(0.054721, 0.079892, 0.095389, 0.104779, 0.112041, 0.118275, 0.123571)",,,,,,,
msfv3_conv_base03,epoch,44,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01768814881352034,0.13290062549935175,0.09860865415093746,60.03915967332556,0.982060894370079,"(0.074195, 0.108435, 0.127383, 0.139200, 0.147471, 0.153832, 0.159001)","(0.052912, 0.080578, 0.096543, 0.106353, 0.113144, 0.118299, 0.122432)",0.0179262835798519,0.13242608228964464,0.09928220004907676,57.09002784320286,0.9289040586778096,"(0.072396, 0.105742, 0.124569, 0.137481, 0.147373, 0.155487, 0.160851)","(0.052544, 0.079387, 0.095294, 0.106103, 0.114493, 0.121516, 0.125638)",,,,,,,
msfv3_conv_base03,epoch,45,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017467339780736477,0.13207020101714004,0.09784163031330768,59.48879552394786,0.9822944948013793,"(0.073216, 0.107663, 0.126773, 0.138380, 0.146610, 0.152884, 0.158037)","(0.051847, 0.079841, 0.095971, 0.105651, 0.112444, 0.117504, 0.121634)",0.017555407880406295,0.1311571928007262,0.09788135731858867,58.409167119434905,0.9323066345282963,"(0.074281, 0.105872, 0.124349, 0.135808, 0.145053, 0.152180, 0.159358)","(0.054898, 0.079010, 0.094491, 0.103712, 0.111547, 0.117644, 0.123869)",,,,,,,
msfv3_conv_base03,epoch,46,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017708094077224425,0.13297804335694624,0.09878558328652635,60.17058922382111,0.9820191346584483,"(0.074992, 0.108725, 0.127675, 0.139261, 0.147423, 0.153643, 0.158805)","(0.053743, 0.080897, 0.096834, 0.106440, 0.113133, 0.118153, 0.122299)",0.017636043086115803,0.13126841400350844,0.09787824244371482,56.49222789491926,0.9301873190062386,"(0.071701, 0.104153, 0.123420, 0.137201, 0.146696, 0.153528, 0.159117)","(0.050843, 0.077370, 0.093960, 0.105854, 0.113848, 0.119441, 0.123832)",,,,,,,
msfv3_conv_base03,epoch,47,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017475557186581354,0.13210111731833857,0.09787050626696424,59.61415140679542,0.9823036621859733,"(0.073312, 0.107744, 0.126817, 0.138335, 0.146615, 0.152883, 0.158128)","(0.051897, 0.079890, 0.096035, 0.105634, 0.112437, 0.117490, 0.121711)",0.017253183576810573,0.13002182330404008,0.0962871593822326,57.70263457298279,0.933491221496037,"(0.070861, 0.104336, 0.122908, 0.135233, 0.144373, 0.151778, 0.158108)","(0.050634, 0.077346, 0.092910, 0.103034, 0.110775, 0.117007, 0.122303)",,,,,,,
msfv3_conv_base03,epoch,48,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017454193959488197,0.13201906749373207,0.09782345830760103,59.419313714859335,0.9822613340108952,"(0.073312, 0.107692, 0.126795, 0.138370, 0.146563, 0.152726, 0.157865)","(0.051966, 0.079910, 0.096052, 0.105653, 0.112369, 0.117328, 0.121485)",0.018239805291938995,0.1335311731589692,0.10060186045510429,58.5071473462241,0.927358118551118,"(0.073765, 0.106193, 0.125488, 0.138353, 0.147497, 0.156172, 0.163891)","(0.054404, 0.080099, 0.096354, 0.107091, 0.114799, 0.122373, 0.129094)",,,,,,,
msfv3_conv_base03,epoch,49,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017436544772514953,0.1319510235792655,0.09779897736425096,59.58561734950289,0.9823081591661941,"(0.073566, 0.107660, 0.126627, 0.138195, 0.146354, 0.152665, 0.157934)","(0.052243, 0.079834, 0.095890, 0.105535, 0.112215, 0.117309, 0.121566)",0.01719899254385382,0.12973083209778583,0.09621269282485757,56.96289120401655,0.9332515639918191,"(0.070692, 0.104846, 0.122750, 0.134683, 0.144036, 0.151218, 0.157598)","(0.050569, 0.078179, 0.092853, 0.102602, 0.110349, 0.116707, 0.122230)",,,,,,,
msfv3_conv_base03,epoch,50,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017483136096493677,0.132127998980592,0.09799833956392522,59.6274602768269,0.982259397494032,"(0.073747, 0.107847, 0.126859, 0.138392, 0.146612, 0.152810, 0.158015)","(0.052523, 0.080156, 0.096139, 0.105681, 0.112440, 0.117447, 0.121602)",0.017610211241325096,0.13136329076119832,0.0976394848631961,56.99335387774876,0.931330646787371,"(0.071062, 0.104492, 0.123473, 0.136184, 0.146282, 0.153861, 0.160610)","(0.050340, 0.077534, 0.093726, 0.104387, 0.113100, 0.119331, 0.125059)",,,,,,,
msfv3_conv_base03,epoch,51,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017559885042422313,0.13241281657251205,0.09831271043166201,59.91790722786112,0.9822129695973498,"(0.074131, 0.108266, 0.127291, 0.138730, 0.146895, 0.153049, 0.158077)","(0.052933, 0.080504, 0.096549, 0.106042, 0.112739, 0.117694, 0.121728)",0.017255937763755873,0.12983766544078076,0.09627895216856684,56.32014342716762,0.9325653378452573,"(0.069878, 0.103465, 0.122342, 0.135252, 0.144804, 0.151915, 0.157971)","(0.049718, 0.076785, 0.092501, 0.103371, 0.111554, 0.117540, 0.122484)",,,,,,,
msfv3_conv_base03,epoch,52,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017367679903164825,0.13170527762274142,0.09757872448956713,59.426842527186615,0.9823891999239617,"(0.073145, 0.107442, 0.126561, 0.138017, 0.146179, 0.152307, 0.157539)","(0.051763, 0.079710, 0.095855, 0.105374, 0.112071, 0.117020, 0.121257)",0.017376191465051045,0.13038870798689978,0.09713006245770625,57.10634395054409,0.9330400249787739,"(0.073322, 0.105369, 0.123110, 0.135125, 0.144318, 0.152031, 0.158125)","(0.053224, 0.078733, 0.093511, 0.103285, 0.110896, 0.117612, 0.122650)",,,,,,,
msfv3_conv_base03,epoch,53,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017331192795028712,0.13156701767021867,0.09741604157743301,59.43259056578291,0.9824289971209587,"(0.072661, 0.107218, 0.126387, 0.137974, 0.146104, 0.152257, 0.157407)","(0.051229, 0.079458, 0.095701, 0.105349, 0.112020, 0.117003, 0.121153)",0.017543638540830995,0.13106603122183255,0.09767508932522365,57.230499505996704,0.9306454254048211,"(0.073289, 0.104391, 0.123062, 0.135736, 0.145224, 0.153608, 0.159799)","(0.052499, 0.077195, 0.093194, 0.104124, 0.112346, 0.119637, 0.124731)",,,,,,,
msfv3_conv_base03,epoch,54,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017401027978655507,0.13182365765615028,0.09774287441309462,59.67887598402957,0.9823312480398949,"(0.073553, 0.107677, 0.126690, 0.138208, 0.146175, 0.152403, 0.157504)","(0.052329, 0.079959, 0.095987, 0.105555, 0.112084, 0.117080, 0.121206)",0.0174679592850485,0.13083457414593017,0.09721945891422885,57.06308054924011,0.9320441846336637,"(0.070196, 0.103418, 0.122492, 0.135661, 0.145840, 0.154245, 0.159914)","(0.049311, 0.076324, 0.092690, 0.104117, 0.112956, 0.120341, 0.124797)",,,,,,,
msfv3_conv_base03,epoch,55,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017345260729656576,0.13160912632309976,0.09756793886264588,59.41930720146666,0.9823963578711165,"(0.073356, 0.107446, 0.126498, 0.137931, 0.146025, 0.152190, 0.157272)","(0.052089, 0.079742, 0.095846, 0.105336, 0.111972, 0.116952, 0.121038)",0.01815959854450609,0.13309517183474132,0.10007316539330142,55.53960704803467,0.9262299771819796,"(0.072361, 0.105295, 0.124577, 0.138725, 0.148183, 0.155904, 0.162722)","(0.052446, 0.078816, 0.095219, 0.107829, 0.115722, 0.122342, 0.128138)",,,,,,,
msfv3_conv_base03,epoch,56,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01722314171096746,0.13115985324028936,0.09706517538808762,59.122686081744256,0.9825158880112019,"(0.072293, 0.107017, 0.126090, 0.137573, 0.145643, 0.151795, 0.156818)","(0.050858, 0.079320, 0.095448, 0.105005, 0.111616, 0.116561, 0.120648)",0.01770196730337505,0.13156129206929887,0.09862341545522213,56.976038115365164,0.9298735473837171,"(0.071234, 0.105511, 0.124460, 0.137682, 0.145878, 0.153395, 0.159881)","(0.051624, 0.079535, 0.095439, 0.106546, 0.113045, 0.119394, 0.124781)",,,,,,,
msfv3_conv_base03,epoch,57,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017268504040870578,0.13133691065636444,0.09731369600334067,59.264150680379664,0.9824852109589475,"(0.073056, 0.107353, 0.126338, 0.137676, 0.145684, 0.151826, 0.156883)","(0.051697, 0.079660, 0.095686, 0.105086, 0.111660, 0.116655, 0.120753)",0.01712063550283866,0.12952152932328836,0.09559490345418453,56.50335359573364,0.9337866327592305,"(0.070207, 0.103455, 0.121987, 0.134592, 0.143858, 0.151399, 0.158212)","(0.049498, 0.076448, 0.092105, 0.102628, 0.110217, 0.116397, 0.121871)",,,,,,,
msfv3_conv_base03,epoch,58,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017324841744761836,0.131541532114854,0.09753300570585627,59.44160250399975,0.9824191544284212,"(0.073326, 0.107328, 0.126275, 0.137915, 0.146064, 0.152145, 0.157177)","(0.052121, 0.079716, 0.095667, 0.105314, 0.112001, 0.116915, 0.120998)",0.018344388709270527,0.13379747606813908,0.10144619563860553,55.99698676381792,0.923591999070985,"(0.073618, 0.108244, 0.127739, 0.139321, 0.148095, 0.155164, 0.162241)","(0.054824, 0.082958, 0.099328, 0.108575, 0.115647, 0.121436, 0.127356)",,,,,,,
msfv3_conv_base03,epoch,59,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017209171451271533,0.1310951768326168,0.09713547922512318,59.16071575245959,0.9825510018049403,"(0.072798, 0.107042, 0.126048, 0.137455, 0.145463, 0.151625, 0.156641)","(0.051503, 0.079427, 0.095500, 0.104965, 0.111523, 0.116490, 0.120541)",0.017188185509959503,0.12961905609284127,0.09605546508516584,56.55573858533587,0.9331428366047996,"(0.069334, 0.102969, 0.122117, 0.134693, 0.144099, 0.151982, 0.158501)","(0.048686, 0.076279, 0.092459, 0.102899, 0.110857, 0.117855, 0.123352)",,,,,,,
msfv3_conv_base03,epoch,60,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017197868177429475,0.13105219981340235,0.09705962977827863,59.22584675728007,0.9825166831625268,"(0.072686, 0.106885, 0.125842, 0.137352, 0.145491, 0.151640, 0.156756)","(0.051348, 0.079255, 0.095303, 0.104870, 0.111532, 0.116471, 0.120638)",0.017218771623447537,0.12974910464669978,0.09670160950294562,56.44239524432591,0.9326579719781876,"(0.070426, 0.103893, 0.122721, 0.135610, 0.144367, 0.151221, 0.157427)","(0.050785, 0.077658, 0.093469, 0.104223, 0.111385, 0.117106, 0.122286)",,,,,,,
msfv3_conv_base03,epoch,61,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017266787444934883,0.13131088216042988,0.09734068989278154,59.34418574799883,0.9824839440432,"(0.072965, 0.107227, 0.126213, 0.137661, 0.145701, 0.151882, 0.156902)","(0.051684, 0.079599, 0.095640, 0.105150, 0.111749, 0.116743, 0.120820)",0.01719923666678369,0.12968456824975355,0.0965984689870051,56.31409593990871,0.9327201332364764,"(0.070608, 0.103906, 0.122662, 0.135217, 0.143961, 0.151423, 0.157557)","(0.050973, 0.077635, 0.093388, 0.103927, 0.110924, 0.117220, 0.122123)",,,,,,,
msfv3_conv_base03,epoch,62,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017224243331819454,0.13114676049768384,0.09728266980419768,59.40988226139799,0.9825351926240515,"(0.073224, 0.107277, 0.126158, 0.137546, 0.145493, 0.151512, 0.156478)","(0.052033, 0.079694, 0.095653, 0.105116, 0.111617, 0.116426, 0.120440)",0.0174529590045235,0.13084451162389346,0.09683332991387163,58.25344092505319,0.9330030509403774,"(0.071452, 0.104169, 0.122923, 0.135631, 0.145112, 0.153305, 0.160168)","(0.050866, 0.076935, 0.092818, 0.103625, 0.111438, 0.118240, 0.123911)",,,,,,,
msfv3_conv_base03,epoch,63,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017105864900897477,0.13070474741149682,0.09681326919730673,59.02621092694871,0.9826542541701743,"(0.072388, 0.106664, 0.125636, 0.137131, 0.145112, 0.151191, 0.156173)","(0.051130, 0.079120, 0.095154, 0.104731, 0.111260, 0.116152, 0.120146)",0.017334398946591785,0.1301883083901235,0.09635283797979355,56.47784645216806,0.9332839953047889,"(0.070342, 0.104228, 0.122927, 0.135959, 0.144641, 0.151838, 0.158500)","(0.049580, 0.076867, 0.092765, 0.103638, 0.111091, 0.117354, 0.123175)",,,,,,,
msfv3_conv_base03,epoch,64,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01721537516432557,0.1311071348368642,0.09718939455899786,59.00221250412312,0.9825043541953918,"(0.072929, 0.107106, 0.126016, 0.137426, 0.145409, 0.151655, 0.156677)","(0.051692, 0.079529, 0.095472, 0.104957, 0.111500, 0.116565, 0.120610)",0.018140301490867778,0.13307852457676614,0.09989392491323608,55.37676664761135,0.928140925509589,"(0.074458, 0.107255, 0.125277, 0.137705, 0.147202, 0.154997, 0.162208)","(0.053980, 0.080464, 0.095677, 0.106141, 0.114500, 0.121166, 0.127329)",,,,,,,
msfv3_conv_base03,epoch,65,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017191298424880555,0.13102258582364174,0.09711677565219555,59.22285353883784,0.9825731718793829,"(0.073007, 0.107274, 0.126101, 0.137351, 0.145311, 0.151380, 0.156349)","(0.051770, 0.079634, 0.095505, 0.104865, 0.111420, 0.116315, 0.120308)",0.017220929181868478,0.12979226000607014,0.09644002174692494,57.04135349818638,0.9331716958965574,"(0.071381, 0.104337, 0.122779, 0.135035, 0.143977, 0.151045, 0.157805)","(0.051184, 0.077742, 0.093160, 0.103140, 0.110558, 0.116681, 0.122616)",,,,,,,
msfv3_conv_base03,epoch,66,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01717900079575942,0.13098091534764977,0.09711726639974624,59.25559981325839,0.9825663379532226,"(0.072929, 0.107182, 0.125967, 0.137296, 0.145413, 0.151375, 0.156320)","(0.051721, 0.079569, 0.095476, 0.104879, 0.111531, 0.116304, 0.120342)",0.017344484787567387,0.13047148207468645,0.09644477016159467,57.828536578587126,0.9332970955542156,"(0.071437, 0.104544, 0.123254, 0.135449, 0.144896, 0.152315, 0.158841)","(0.051144, 0.077477, 0.092918, 0.102997, 0.110850, 0.117221, 0.122507)",,,,,,,
msfv3_conv_base03,epoch,67,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017047014285592323,0.13048362717360823,0.09663609637224928,58.97749718199385,0.9827065943403447,"(0.072393, 0.106582, 0.125426, 0.136846, 0.144872, 0.150931, 0.155816)","(0.051105, 0.079036, 0.094973, 0.104459, 0.111055, 0.115954, 0.119870)",0.017491086436036443,0.1307576218886035,0.09721174530152764,57.25783382143293,0.9331949268068586,"(0.073397, 0.105491, 0.123401, 0.135685, 0.144801, 0.152156, 0.158857)","(0.052741, 0.078183, 0.093416, 0.103699, 0.111550, 0.117682, 0.123211)",,,,,,,
msfv3_conv_base03,epoch,68,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017379498986051754,0.13175238594219316,0.09791750968136687,59.70734967576696,0.982407179601649,"(0.074323, 0.108045, 0.126780, 0.138050, 0.146053, 0.152095, 0.156970)","(0.053239, 0.080439, 0.096202, 0.105535, 0.112092, 0.116983, 0.120932)",0.01777587242291442,0.13174165865140303,0.09895626428936209,56.3802102293287,0.9285476292882647,"(0.069851, 0.105000, 0.125868, 0.139127, 0.147233, 0.153080, 0.158566)","(0.050002, 0.079195, 0.097291, 0.108330, 0.114823, 0.119345, 0.123709)",,,,,,,
msfv3_conv_base03,epoch,69,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017213609545154773,0.13110939480293812,0.09728372782627319,59.31787588241252,0.9825172614543995,"(0.073151, 0.107288, 0.126067, 0.137534, 0.145487, 0.151468, 0.156433)","(0.051937, 0.079759, 0.095595, 0.105121, 0.111664, 0.116455, 0.120453)",0.017501590740201727,0.1309125665575266,0.09838649524109704,57.143357379095896,0.9310938524348396,"(0.076144, 0.105784, 0.123530, 0.135268, 0.144864, 0.152055, 0.158716)","(0.057501, 0.080009, 0.094512, 0.103834, 0.111861, 0.117713, 0.123276)",,,,,,,
msfv3_conv_base03,epoch,70,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01713495046653329,0.1308298712668628,0.0970584243298211,59.12597733355583,0.9826111143573801,"(0.073446, 0.107050, 0.125817, 0.137169, 0.145069, 0.151082, 0.156097)","(0.052329, 0.079520, 0.095343, 0.104786, 0.111252, 0.116070, 0.120109)",0.01836845824228866,0.1337715307516711,0.10123509780636855,55.751880509512766,0.9244486285107476,"(0.074325, 0.106882, 0.125816, 0.138834, 0.149596, 0.155374, 0.162913)","(0.055119, 0.080893, 0.096909, 0.108108, 0.117418, 0.121832, 0.128366)",,,,,,,
msfv3_conv_base03,epoch,71,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01708865561027159,0.13063396510790462,0.09682461662970959,59.05151058765168,0.9826513601744429,"(0.072463, 0.106730, 0.125572, 0.136891, 0.144964, 0.151132, 0.156148)","(0.051245, 0.079216, 0.095185, 0.104590, 0.111210, 0.116140, 0.120187)",0.01751687003499163,0.1308229033436094,0.0980506528701101,56.01352998188564,0.9299518721444267,"(0.070219, 0.105184, 0.124051, 0.136505, 0.144580, 0.152512, 0.159615)","(0.050598, 0.079511, 0.095282, 0.105518, 0.111913, 0.118721, 0.124811)",,,,,,,
msfv3_conv_base03,epoch,72,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01699000368132553,0.1302465536171846,0.09650204703211784,58.722576526885334,0.9827531243258334,"(0.072053, 0.106449, 0.125338, 0.136637, 0.144542, 0.150636, 0.155540)","(0.050765, 0.078966, 0.094987, 0.104373, 0.110849, 0.115800, 0.119774)",0.017150318516152247,0.12961788129593646,0.09632760964866195,56.896391936710906,0.9329546370676586,"(0.072931, 0.104740, 0.121876, 0.134498, 0.143761, 0.151169, 0.157143)","(0.052596, 0.077590, 0.092054, 0.102781, 0.110607, 0.116821, 0.121844)",,,,,,,
msfv3_conv_base03,epoch,73,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017023328785843988,0.13039249964289368,0.09664831472996702,58.88881332316297,0.9827672636255305,"(0.072826, 0.106599, 0.125423, 0.136790, 0.144608, 0.150657, 0.155613)","(0.051698, 0.079123, 0.095002, 0.104446, 0.110841, 0.115695, 0.119734)",0.017207294536222304,0.12978870341820375,0.09651137116764273,56.258112226213726,0.9332855407680783,"(0.069615, 0.103097, 0.122166, 0.135077, 0.144526, 0.152074, 0.158436)","(0.049850, 0.076682, 0.092767, 0.103505, 0.111565, 0.117948, 0.123261)",,,,,,,
msfv3_conv_base03,epoch,74,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.016988383913214538,0.13026728259489012,0.09649450779753796,58.80855736833938,0.9827813518808243,"(0.072153, 0.106477, 0.125395, 0.136682, 0.144531, 0.150589, 0.155570)","(0.050872, 0.078965, 0.095012, 0.104388, 0.110819, 0.115688, 0.119718)",0.017077905907561735,0.12932866306177207,0.09571469601775918,57.240224191120696,0.9341702461242676,"(0.070079, 0.103667, 0.122014, 0.134664, 0.143703, 0.151118, 0.157321)","(0.049930, 0.077014, 0.092325, 0.102729, 0.110287, 0.116269, 0.121450)",,,,,,,
msfv3_conv_base03,epoch,75,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017007969101851293,0.13035388510247464,0.09656810653495028,58.90639384249423,0.9827277860108842,"(0.072303, 0.106728, 0.125530, 0.136752, 0.144601, 0.150626, 0.155558)","(0.051040, 0.079182, 0.095096, 0.104441, 0.110843, 0.115694, 0.119681)",0.018969501801101223,0.13629987915711744,0.10400048031338624,58.29385263579233,0.9220024283443179,"(0.076834, 0.108681, 0.127231, 0.141033, 0.152973, 0.160280, 0.164326)","(0.058501, 0.083351, 0.098738, 0.110390, 0.120724, 0.126652, 0.129646)",,,,,,,
msfv3_conv_base03,epoch,76,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.016937931548764416,0.13006494592594461,0.09630855275912488,58.7525699087914,0.9827968684282709,"(0.071839, 0.106259, 0.125138, 0.136403, 0.144390, 0.150484, 0.155363)","(0.050583, 0.078775, 0.094765, 0.104142, 0.110707, 0.115613, 0.119575)",0.0170895773751129,0.12930068027760303,0.09617575697068657,56.20515489578247,0.9330077107463565,"(0.069303, 0.102758, 0.122027, 0.134967, 0.144282, 0.151327, 0.157140)","(0.049032, 0.076492, 0.092985, 0.103821, 0.111544, 0.117355, 0.122000)",,,,,,,
