exp_name,tag,epoch,is_best_val,model,tin,tout,ckpt_path,d_model,depth,num_heads,spatial_scales,decoder_refine_mode,decoder_refine_hidden,decoder_refine_depth,train_mse,train_rmse,train_mae,train_mape,train_r2,train_rmse_t,train_mae_t,val_mse,val_rmse,val_mae,val_mape,val_r2,val_rmse_t,val_mae_t,test_mse,test_rmse,test_mae,test_mape,test_r2,test_rmse_t,test_mae_t
msfv3_conv_base03,epoch,10,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.019377558110678133,0.13910568845512866,0.10320583306887049,63.10460407175916,0.980331819425238,"(0.077214, 0.111522, 0.131620, 0.144601, 0.154335, 0.162319, 0.169044)","(0.055001, 0.082824, 0.099775, 0.110612, 0.118592, 0.125079, 0.130559)",0.019307991456506506,0.13763070878173625,0.10193021808351789,60.66632226535252,0.9250236600637436,"(0.073716, 0.107732, 0.128175, 0.142200, 0.153200, 0.162322, 0.170157)","(0.052549, 0.079781, 0.096861, 0.108572, 0.117856, 0.125760, 0.132131)",,,,,,,
msfv3_conv_base03,epoch,11,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01937518094448333,0.1391052008854358,0.10335246996676668,63.255930799119014,0.9803632649969547,"(0.077977, 0.111731, 0.131633, 0.144513, 0.154313, 0.162148, 0.168755)","(0.055998, 0.083172, 0.099901, 0.110582, 0.118584, 0.124918, 0.130313)",0.019392459353964244,0.1379078466977392,0.10257268218057496,60.26606396266392,0.9247278273105621,"(0.076963, 0.109155, 0.128043, 0.141834, 0.152596, 0.162084, 0.170482)","(0.055298, 0.080912, 0.097001, 0.108856, 0.117712, 0.125595, 0.132635)",,,,,,,
msfv3_conv_base03,epoch,12,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.019587917758667087,0.13985373610996019,0.10401089854062871,63.31378098751636,0.9801447359805412,"(0.078062, 0.112432, 0.132511, 0.145475, 0.155146, 0.162909, 0.169590)","(0.056068, 0.083781, 0.100664, 0.111410, 0.119348, 0.125683, 0.131122)",0.019096239802560637,0.1367523710110358,0.10164685041776725,59.87097018105643,0.9247904419898987,"(0.073303, 0.107297, 0.127252, 0.141530, 0.151919, 0.161264, 0.169022)","(0.051849, 0.079935, 0.096852, 0.108920, 0.117343, 0.125262, 0.131368)",,,,,,,
msfv3_conv_base03,epoch,13,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01926289466110633,0.13869709572997854,0.10305640628521746,63.13024906401939,0.9804501368644389,"(0.077214, 0.111585, 0.131455, 0.144269, 0.153897, 0.161592, 0.168130)","(0.055334, 0.083070, 0.099758, 0.110404, 0.118330, 0.124581, 0.129917)",0.019596700589837774,0.13893108149724348,0.1030536639903273,62.79132628440857,0.9246194788387844,"(0.076357, 0.110126, 0.128940, 0.142192, 0.154268, 0.164617, 0.171105)","(0.054732, 0.081549, 0.097551, 0.108736, 0.118744, 0.127345, 0.132718)",,,,,,,
msfv3_conv_base03,epoch,14,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.019043048328541694,0.13789999758420093,0.10233682215689345,62.7068206908855,0.9806556127806927,"(0.076180, 0.110854, 0.130796, 0.143564, 0.153052, 0.160738, 0.167193)","(0.054310, 0.082387, 0.099205, 0.109823, 0.117611, 0.123894, 0.129128)",0.019156843989289234,0.1368945078658206,0.10222820405449186,58.79498703139169,0.9237286895513535,"(0.072602, 0.107529, 0.127592, 0.141982, 0.152483, 0.161801, 0.168343)","(0.051675, 0.080554, 0.097572, 0.109732, 0.118407, 0.126238, 0.131420)",,,,,,,
msfv3_conv_base03,epoch,15,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.019159389451700957,0.13832653728842048,0.10288516792686696,62.97273753551727,0.980555645962979,"(0.077451, 0.111653, 0.131379, 0.144036, 0.153477, 0.160841, 0.167182)","(0.055717, 0.083158, 0.099772, 0.110282, 0.118060, 0.124020, 0.129187)",0.019232698749484762,0.13734670967928,0.10229605649198804,61.20762521880014,0.9258011643375669,"(0.079930, 0.110393, 0.128022, 0.140615, 0.151649, 0.160909, 0.168100)","(0.058436, 0.081722, 0.096795, 0.107518, 0.116821, 0.124372, 0.130408)",,,,,,,
msfv3_conv_base03,epoch,16,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.019181236347302476,0.13840288018020871,0.103029876313311,63.211815164444296,0.9805089057760036,"(0.077912, 0.111697, 0.131354, 0.143936, 0.153421, 0.161043, 0.167335)","(0.056305, 0.083267, 0.099806, 0.110273, 0.118050, 0.124212, 0.129296)",0.019425788262326802,0.13783986600381987,0.10282390325197152,58.00425590787615,0.9256613360983985,"(0.077812, 0.110380, 0.129169, 0.142877, 0.152530, 0.160809, 0.168428)","(0.056451, 0.082343, 0.098265, 0.109829, 0.117602, 0.124497, 0.130780)",,,,,,,
msfv3_conv_base03,epoch,17,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018763086164092765,0.1368885084363342,0.10147702182702562,62.087393618644555,0.9809817906389845,"(0.075330, 0.110314, 0.130245, 0.142790, 0.151967, 0.159379, 0.165531)","(0.053470, 0.081870, 0.098702, 0.109149, 0.116690, 0.122732, 0.127726)",0.01877009145183755,0.13569401444068976,0.10051796665149075,59.594833510262625,0.9271660234246936,"(0.072173, 0.107150, 0.125966, 0.139762, 0.150270, 0.160419, 0.168362)","(0.050795, 0.079007, 0.095319, 0.107343, 0.115763, 0.124426, 0.130973)",,,,,,,
msfv3_conv_base03,epoch,18,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018697241648159762,0.13665315023495606,0.10136789887985016,61.97946317145165,0.9810528622028676,"(0.075478, 0.110222, 0.130115, 0.142619, 0.151736, 0.158940, 0.164977)","(0.053765, 0.081845, 0.098672, 0.109056, 0.116514, 0.122388, 0.127336)",0.018868858659906045,0.13610853334622725,0.1016910153308085,60.77728877748762,0.9274396087442126,"(0.081164, 0.111040, 0.127880, 0.139856, 0.149549, 0.158140, 0.165196)","(0.060041, 0.082474, 0.096616, 0.106886, 0.115087, 0.122439, 0.128294)",,,,,,,
msfv3_conv_base03,epoch,19,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018683290609376544,0.13659368170739225,0.1014322605618137,62.09116791664286,0.9810499352343539,"(0.076121, 0.110408, 0.130125, 0.142546, 0.151550, 0.158655, 0.164738)","(0.054552, 0.082084, 0.098706, 0.108990, 0.116392, 0.122190, 0.127112)",0.01825690044954951,0.13380953509892737,0.09903621567147118,58.490143809999736,0.9290936142206192,"(0.072975, 0.106607, 0.125478, 0.138530, 0.148550, 0.156740, 0.164080)","(0.051641, 0.078726, 0.094739, 0.105590, 0.114009, 0.121079, 0.127469)",,,,,,,
msfv3_conv_base03,epoch,20,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018544491504299196,0.13610863889243752,0.1009904416872466,61.751699001231096,0.9811890356718226,"(0.075699, 0.110176, 0.129801, 0.142021, 0.150979, 0.158124, 0.164060)","(0.054139, 0.081823, 0.098396, 0.108504, 0.115855, 0.121691, 0.126526)",0.01835412224422076,0.13407801490809237,0.10013772201325212,58.713559593473164,0.9283081314393452,"(0.075365, 0.106398, 0.125627, 0.138804, 0.149490, 0.157234, 0.163026)","(0.055814, 0.079435, 0.095497, 0.106448, 0.115543, 0.121934, 0.126292)",,,,,,,
msfv3_conv_base03,epoch,21,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01870295282037176,0.13664669977583757,0.10169989167851337,62.10791944950185,0.9810216236621776,"(0.077587, 0.111185, 0.130554, 0.142506, 0.151300, 0.158245, 0.164052)","(0.056180, 0.082934, 0.099138, 0.108995, 0.116253, 0.121863, 0.126535)",0.018477106633196985,0.13453552286539758,0.09965549781918526,58.237295797892976,0.9296318675790515,"(0.071913, 0.106113, 0.125536, 0.138708, 0.148960, 0.158902, 0.166375)","(0.051039, 0.078559, 0.095038, 0.105947, 0.114583, 0.123068, 0.129354)",,,,,,,
msfv3_conv_base03,epoch,22,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.01830570197644386,0.13522340918058182,0.10019406438507933,61.04491864874008,0.9814390933260004,"(0.074388, 0.109254, 0.128946, 0.141280, 0.150179, 0.157224, 0.163062)","(0.052709, 0.081009, 0.097681, 0.107932, 0.115292, 0.121013, 0.125722)",0.017951747518964112,0.13275043639753545,0.09789472232971873,58.93049921308245,0.9302588956696647,"(0.072080, 0.105413, 0.124511, 0.137757, 0.147364, 0.155769, 0.162551)","(0.051483, 0.077708, 0.093780, 0.104698, 0.112698, 0.119672, 0.125223)",,,,,,,
msfv3_conv_base03,epoch,23,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018275415321732772,0.13510349355126483,0.10019072585124919,61.147579558352206,0.9814801101988935,"(0.075251, 0.109676, 0.129184, 0.141140, 0.149835, 0.156726, 0.162408)","(0.053693, 0.081398, 0.097861, 0.107789, 0.114940, 0.120521, 0.125133)",0.018661075487865934,0.1352584117225238,0.101428517007402,60.316418511526926,0.9289105640990394,"(0.077581, 0.108472, 0.127614, 0.140329, 0.149975, 0.157565, 0.163719)","(0.058068, 0.081535, 0.097452, 0.107719, 0.115732, 0.122228, 0.127265)",,,,,,,
msfv3_conv_base03,epoch,24,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018250070566787048,0.1349944718817246,0.10007080174189933,61.03282155381872,0.9814642376088082,"(0.074597, 0.109328, 0.129023, 0.141087, 0.149927, 0.156737, 0.162362)","(0.053047, 0.081116, 0.097748, 0.107780, 0.115061, 0.120604, 0.125140)",0.01830751937814057,0.1341149000717061,0.09951301823769297,59.45541296686445,0.9279358025108065,"(0.078736, 0.108131, 0.125857, 0.138010, 0.147466, 0.156218, 0.163793)","(0.057824, 0.079678, 0.094556, 0.104867, 0.112887, 0.120244, 0.126535)",,,,,,,
msfv3_conv_base03,epoch,25,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018181253620918762,0.13474253915947285,0.09990585452698647,60.96260318350285,0.9815328038753347,"(0.075064, 0.109347, 0.128887, 0.140898, 0.149410, 0.156214, 0.161949)","(0.053532, 0.081129, 0.097599, 0.107563, 0.114601, 0.120139, 0.124778)",0.017950686210367297,0.132591881656221,0.09814414594854627,57.80098707335336,0.930754269872393,"(0.072275, 0.105792, 0.124867, 0.138385, 0.147540, 0.155024, 0.161105)","(0.051127, 0.078084, 0.094479, 0.105602, 0.113340, 0.119689, 0.124688)",,,,,,,
msfv3_conv_base03,epoch,26,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018263496285145904,0.13504488149207103,0.10022195860585,61.21286396270103,0.9814356866669147,"(0.075256, 0.109336, 0.128998, 0.141191, 0.149896, 0.156713, 0.162346)","(0.053836, 0.081194, 0.097780, 0.107918, 0.115078, 0.120592, 0.125155)",0.017957946002882506,0.13259769018207276,0.09889357004846845,57.61369671140398,0.9293276795319149,"(0.073585, 0.105670, 0.124603, 0.137280, 0.146945, 0.155263, 0.162075)","(0.054004, 0.078982, 0.094491, 0.104908, 0.113221, 0.120460, 0.126189)",,,,,,,
msfv3_conv_base03,epoch,27,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018070442304807775,0.1343367418646537,0.09957092120609384,60.65675526476921,0.9816730919670551,"(0.074751, 0.109011, 0.128482, 0.140450, 0.149064, 0.155847, 0.161310)","(0.053293, 0.080856, 0.097288, 0.107231, 0.114318, 0.119803, 0.124208)",0.017673234089410732,0.131581487134099,0.09717027230986527,57.83418818882534,0.9311790806906564,"(0.071134, 0.105046, 0.123834, 0.136688, 0.146415, 0.154243, 0.160341)","(0.050342, 0.077547, 0.093361, 0.104185, 0.112199, 0.118728, 0.123830)",,,,,,,
msfv3_conv_base03,epoch,28,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018049457031203076,0.13426471415314112,0.09950920428208848,60.585305903820284,0.9817045403921858,"(0.074309, 0.109008, 0.128433, 0.140383, 0.149080, 0.155719, 0.161337)","(0.052790, 0.080875, 0.097256, 0.107206, 0.114400, 0.119770, 0.124267)",0.017892690940893123,0.13242718524166516,0.09760177454778127,58.2455416406904,0.9308068432978222,"(0.072653, 0.105219, 0.123885, 0.136844, 0.146956, 0.155512, 0.162502)","(0.051424, 0.077321, 0.093340, 0.104049, 0.112371, 0.119437, 0.125271)",,,,,,,
msfv3_conv_base03,epoch,29,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.0180317502607532,0.13420317265467796,0.09957158434739773,60.70770046558786,0.9817382994484394,"(0.075039, 0.109193, 0.128409, 0.140349, 0.148896, 0.155498, 0.160931)","(0.053665, 0.081115, 0.097284, 0.107193, 0.114214, 0.119567, 0.123964)",0.018751926636988565,0.13569896162620612,0.10171306425971645,60.40324483598982,0.9279480576515198,"(0.077641, 0.108083, 0.127403, 0.140294, 0.150529, 0.158381, 0.165469)","(0.056874, 0.080639, 0.097180, 0.108068, 0.116641, 0.123344, 0.129246)",,,,,,,
msfv3_conv_base03,epoch,30,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.018011622507362924,0.13411850661549504,0.09942650965395126,60.525948138947186,0.9817003103646826,"(0.074546, 0.109042, 0.128425, 0.140374, 0.148835, 0.155409, 0.160853)","(0.053071, 0.080967, 0.097282, 0.107190, 0.114142, 0.119472, 0.123861)",0.018515334082102135,0.1346581612846681,0.10196952974157673,60.07295526776995,0.9278633637087685,"(0.078230, 0.111025, 0.128769, 0.139795, 0.147672, 0.155020, 0.162463)","(0.059552, 0.085216, 0.099577, 0.108267, 0.114345, 0.120226, 0.126604)",,,,,,,
msfv3_conv_base03,epoch,31,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017888846277120583,0.13366848144899737,0.09904200980003844,60.39350063242811,0.9818959128349385,"(0.074276, 0.108605, 0.127968, 0.139880, 0.148367, 0.154947, 0.160370)","(0.052819, 0.080550, 0.096891, 0.106758, 0.113740, 0.119087, 0.123448)",0.017854218304689442,0.13217353634536266,0.09789031730698687,57.236513308116365,0.9313032414231982,"(0.071185, 0.105182, 0.124549, 0.137495, 0.147372, 0.154577, 0.161217)","(0.050547, 0.078014, 0.093995, 0.104980, 0.113334, 0.119508, 0.124855)",,,,,,,
msfv3_conv_base03,epoch,32,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017919965732367114,0.13377199819757676,0.09919346853139553,60.35054511212288,0.9818147414542259,"(0.074552, 0.108667, 0.127962, 0.139891, 0.148397, 0.155120, 0.160599)","(0.053187, 0.080674, 0.096936, 0.106825, 0.113815, 0.119251, 0.123666)",0.018582365176241313,0.135029991290399,0.1001654299242156,60.902322258268086,0.926969091807093,"(0.076673, 0.109084, 0.129090, 0.143063, 0.150422, 0.155334, 0.160712)","(0.055862, 0.080780, 0.097330, 0.109007, 0.114996, 0.119269, 0.123915)",,,,,,,
msfv3_conv_base03,epoch,33,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017886973550899864,0.13364093558980122,0.09908760418283179,60.29621497620928,0.9818673181406995,"(0.074198, 0.108601, 0.128058, 0.139968, 0.148340, 0.154849, 0.160227)","(0.052752, 0.080596, 0.097041, 0.106943, 0.113811, 0.119062, 0.123408)",0.017909228918142617,0.1324413296367441,0.09821303987077304,57.72485545703343,0.9309246689081192,"(0.073629, 0.107409, 0.125449, 0.137452, 0.146590, 0.154128, 0.160544)","(0.052471, 0.079330, 0.094512, 0.104652, 0.112458, 0.119295, 0.124774)",,,,,,,
msfv3_conv_base03,epoch,34,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017925072392012846,0.13380664061943226,0.09926534043823151,60.475199699401855,0.9818211223216767,"(0.074657, 0.108912, 0.128207, 0.139949, 0.148369, 0.155022, 0.160447)","(0.053315, 0.080918, 0.097156, 0.106872, 0.113817, 0.119194, 0.123586)",0.017845087202398906,0.1320386060646602,0.0983405512358461,56.40373846462795,0.9302257086549487,"(0.071714, 0.105404, 0.124520, 0.137056, 0.146751, 0.154528, 0.161032)","(0.050934, 0.078557, 0.094635, 0.105065, 0.113418, 0.120190, 0.125584)",,,,,,,
msfv3_conv_base03,epoch,35,1,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017909495298691253,0.13373175899017117,0.09925072196316212,60.302832096181014,0.9817928313574893,"(0.074809, 0.108775, 0.127960, 0.139864, 0.148296, 0.154889, 0.160506)","(0.053468, 0.080851, 0.097015, 0.106883, 0.113793, 0.119100, 0.123646)",0.017543827366482998,0.13102666421660356,0.09717832811708961,57.05473589897156,0.9319655235324588,"(0.070373, 0.104258, 0.123544, 0.136543, 0.145800, 0.153318, 0.159786)","(0.049635, 0.077143, 0.093547, 0.104672, 0.112346, 0.118688, 0.124216)",,,,,,,
msfv3_conv_base03,epoch,36,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017732018842659097,0.1330612113083142,0.09861468959678994,59.99510190842,0.9819983573670082,"(0.074092, 0.108282, 0.127427, 0.139280, 0.147753, 0.154144, 0.159420)","(0.052734, 0.080290, 0.096466, 0.106326, 0.113280, 0.118476, 0.122732)",0.01880381993084614,0.1355627112622772,0.10188875773123332,57.050104822431294,0.9230271045650754,"(0.072001, 0.105496, 0.125393, 0.138719, 0.151133, 0.161598, 0.167879)","(0.051815, 0.078824, 0.096055, 0.107385, 0.118511, 0.127750, 0.132881)",,,,,,,
msfv3_conv_base03,epoch,37,0,MSFv3Conv,14,7,./checkpoints/msfv3_conv_base03.pt,128,4,4,"(2, 4, 8, 16)",residual,8,5,0.017658928488480285,0.1328104620529327,0.09823225838865371,59.72995084397336,0.9821167670665903,"(0.072814, 0.107765, 0.127221, 0.139129, 0.147554, 0.154068, 0.159467)","(0.051235, 0.079787, 0.096257, 0.106166, 0.113116, 0.118368, 0.122697)",0.01801916115385081,0.1328833938709327,0.09912769070693425,58.096048423222136,0.9296985226018089,"(0.072518, 0.105247, 0.124781, 0.137777, 0.147777, 0.155348, 0.162979)","(0.051840, 0.078024, 0.094851, 0.105896, 0.114398, 0.121069, 0.127816)",,,,,,,
