exp_name,tag,epoch,is_best_val,model,tin,tout,ckpt_path,d_model,depth,num_heads,spatial_scales,train_mse,train_rmse,train_mae,train_mape,train_r2,train_rmse_t,train_mae_t,val_mse,val_rmse,val_mae,val_mape,val_r2,val_rmse_t,val_mae_t,test_mse,test_rmse,test_mae,test_mape,test_r2,test_rmse_t,test_mae_tmsfv3_gdl05,epoch,0,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.14327038750250606,0.30201415502029655,0.22996774196941802,117.28775162392475,0.8541520732514402,"(0.254905, 0.292333, 0.283454, 0.306843, 0.313575, 0.313241, 0.337023)","(0.190804, 0.220331, 0.216652, 0.236924, 0.239821, 0.241434, 0.263807)",0.028071721217461994,0.16618065163493156,0.12495328432747296,71.0294976575034,0.9003737292119435,"(0.105946, 0.134880, 0.149465, 0.169536, 0.180714, 0.191831, 0.207504)","(0.078918, 0.101512, 0.114062, 0.130566, 0.138822, 0.148208, 0.162585)",,,,,,,
msfv3_gdl05,epoch,1,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.02620903522449922,0.16178213943066488,0.12064787959481807,72.04181523018696,0.973432590035682,"(0.096679, 0.128616, 0.147086, 0.165005, 0.177907, 0.189495, 0.201992)","(0.070337, 0.095861, 0.111627, 0.126504, 0.136662, 0.146374, 0.157170)",0.024460484207208668,0.15548508587692464,0.11565860520516123,67.89914325305394,0.9103106132575444,"(0.090824, 0.122184, 0.140321, 0.157460, 0.171298, 0.183619, 0.195749)","(0.066253, 0.090876, 0.106113, 0.120790, 0.131553, 0.141716, 0.152310)",,,,,,,
msfv3_gdl05,epoch,2,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.023562119045156114,0.15336587858858708,0.11383959211092046,69.94204022022004,0.9761613496440522,"(0.086553, 0.120047, 0.140176, 0.156504, 0.169635, 0.181588, 0.191759)","(0.062949, 0.089279, 0.106153, 0.119711, 0.130226, 0.140044, 0.148514)",0.022735451813787222,0.14934470211820944,0.11160064302384853,65.02974333081927,0.9137968293258122,"(0.085733, 0.117067, 0.135590, 0.152133, 0.164788, 0.176517, 0.187309)","(0.063641, 0.088385, 0.103462, 0.117234, 0.126942, 0.136325, 0.145215)",,,,,,,
msfv3_gdl05,epoch,3,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.02241178736724752,0.14959480436819225,0.11111352644226652,68.95503591983876,0.9772434738722253,"(0.084404, 0.117375, 0.137712, 0.153169, 0.165531, 0.176821, 0.185951)","(0.061738, 0.087350, 0.104398, 0.117170, 0.127092, 0.136336, 0.143709)",0.02218062969456826,0.1477444754647357,0.11000569670328073,66.74404048919678,0.9169837683439255,"(0.083482, 0.115375, 0.135036, 0.150843, 0.163792, 0.174794, 0.184254)","(0.061223, 0.085931, 0.102431, 0.115829, 0.126324, 0.135293, 0.143009)",,,,,,,
msfv3_gdl05,epoch,4,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.021721523582063456,0.14727574507371152,0.10940369543560008,67.91812361047623,0.9779365944101456,"(0.083033, 0.115924, 0.136395, 0.151311, 0.163022, 0.173667, 0.182171)","(0.060808, 0.086333, 0.103411, 0.115707, 0.125146, 0.133783, 0.140639)",0.020969759805926254,0.14334590546786785,0.10640277846583299,63.93026944569179,0.919529384800366,"(0.080213, 0.112199, 0.131281, 0.146596, 0.158618, 0.169540, 0.178984)","(0.058429, 0.083340, 0.099423, 0.112370, 0.122013, 0.130832, 0.138413)",,,,,,,
msfv3_gdl05,epoch,5,0,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.021275972154863338,0.14574316447984015,0.10824400269763267,66.99992248859812,0.9784198698211224,"(0.081473, 0.114946, 0.135534, 0.150133, 0.161470, 0.171546, 0.179855)","(0.059362, 0.085571, 0.102824, 0.114898, 0.124067, 0.132151, 0.138836)",0.021581784156816348,0.1458397193678788,0.10843106039932796,68.29538294247219,0.9167443833180836,"(0.083552, 0.115005, 0.134995, 0.149846, 0.160847, 0.171454, 0.180377)","(0.061518, 0.085533, 0.102254, 0.114695, 0.123582, 0.132108, 0.139326)",,,,,,,
msfv3_gdl05,epoch,6,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.02094132474009344,0.14461551141650936,0.10729227100122482,66.22424087118596,0.9787631770397754,"(0.079926, 0.114070, 0.134855, 0.149416, 0.160484, 0.170092, 0.178107)","(0.057829, 0.084785, 0.102262, 0.114330, 0.123305, 0.131025, 0.137511)",0.020929624492834722,0.14292316857193196,0.10679393767246179,63.0623893397195,0.9190422594547272,"(0.078145, 0.111519, 0.131615, 0.147351, 0.158919, 0.168716, 0.177678)","(0.057535, 0.084195, 0.100858, 0.113888, 0.122983, 0.130441, 0.137657)",,,,,,,
msfv3_gdl05,epoch,7,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.020552264853440066,0.14323750946576713,0.10614720803308994,65.26257941063415,0.9791633375781648,"(0.078364, 0.113063, 0.133918, 0.148271, 0.159093, 0.168338, 0.176198)","(0.056258, 0.083960, 0.101507, 0.113416, 0.122214, 0.129652, 0.136024)",0.020132436649873853,0.1403487338019269,0.10435801504978112,61.600438594818115,0.9213702359369823,"(0.076213, 0.109234, 0.129520, 0.144767, 0.156041, 0.165767, 0.174514)","(0.055391, 0.081523, 0.098387, 0.111203, 0.120421, 0.128271, 0.135310)",,,,,,,
msfv3_gdl05,epoch,8,0,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.020343748446395422,0.14253701121491794,0.10556828032465691,64.78602135435064,0.9793861257903119,"(0.077823, 0.112920, 0.133659, 0.147749, 0.158308, 0.167229, 0.174947)","(0.055646, 0.083812, 0.101281, 0.112980, 0.121564, 0.128717, 0.134978)",0.020852648187428713,0.14268049863832338,0.1071945388934442,61.89315571103777,0.9166473916598729,"(0.078028, 0.111527, 0.131748, 0.147208, 0.158756, 0.168096, 0.177124)","(0.057852, 0.084596, 0.101329, 0.114196, 0.123389, 0.130772, 0.138228)",,,,,,,
msfv3_gdl05,epoch,9,1,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.020314542091193984,0.14244854451871616,0.10549820040134673,64.54715221486192,0.9793826509663399,"(0.077451, 0.112916, 0.133668, 0.147780, 0.158329, 0.167107, 0.174668)","(0.055240, 0.083807, 0.101289, 0.113030, 0.121614, 0.128677, 0.134830)",0.019931851187720895,0.13973296673170157,0.10366750002971717,61.343471493039814,0.9225628461156573,"(0.076006, 0.109147, 0.129573, 0.143906, 0.155434, 0.164797, 0.173306)","(0.054486, 0.081159, 0.098318, 0.110338, 0.119650, 0.127282, 0.134439)",,,,,,,
msfv3_gdl05,epoch,10,0,MSFv3,14,7,./checkpoints/msfv3_gdl05.pt,128,4,4,"(2, 4, 8, 16)",0.01995049304071259,0.14114572618070778,0.10436646640300751,63.809747594468135,0.9797465458829352,"(0.076409, 0.111891, 0.132577, 0.146523, 0.156944, 0.165584, 0.172980)","(0.054078, 0.082824, 0.100303, 0.111950, 0.120480, 0.127452, 0.133479)",0.02034226941343929,0.14109718666544982,0.10479941618229661,60.28727422441755,0.9218640072005135,"(0.075006, 0.109171, 0.130658, 0.146069, 0.157161, 0.166603, 0.175534)","(0.053813, 0.081205, 0.099089, 0.112125, 0.121404, 0.129276, 0.136683)",,,,,,,
