exp_name,tag,epoch,is_best_val,model,tin,tout,ckpt_path,d_model,depth,num_heads,spatial_scales,train_mse,train_rmse,train_mae,train_mape,train_r2,train_rmse_t,train_mae_t,val_mse,val_rmse,val_mae,val_mape,val_r2,val_rmse_t,val_mae_t,test_mse,test_rmse,test_mae,test_mape,test_r2,test_rmse_t,test_mae_t
msfv4_base,epoch,0,1,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.12397730577380416,0.28673085057578834,0.22024983310319007,118.48772059095667,0.8738466431485846,"(0.251897, 0.245786, 0.277534, 0.291082, 0.302904, 0.311209, 0.313980)","(0.191937, 0.188120, 0.215945, 0.225541, 0.234891, 0.241122, 0.244193)",0.027760834699230536,0.16480906334306514,0.12450009424771581,71.57049747875759,0.8996021492140633,"(0.111266, 0.129971, 0.152790, 0.166498, 0.179213, 0.191632, 0.201721)","(0.084504, 0.098438, 0.117082, 0.128197, 0.138093, 0.148466, 0.156721)",,,,,,,
msfv4_base,epoch,1,1,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.025815959197488872,0.1605641324545103,0.12054047456130068,72.86460241358331,0.9738392313110068,"(0.102160, 0.127131, 0.149102, 0.163174, 0.176394, 0.187880, 0.196227)","(0.076461, 0.095595, 0.113561, 0.125176, 0.135800, 0.145149, 0.152042)",0.02482283887054239,0.15625731301094806,0.11764256150594779,68.80042934417725,0.9097737861531121,"(0.100532, 0.123122, 0.144350, 0.160037, 0.170635, 0.181771, 0.191821)","(0.075347, 0.092652, 0.110371, 0.123346, 0.131797, 0.140877, 0.149109)",,,,,,,
msfv4_base,epoch,2,1,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.02347802504540441,0.15309155839892333,0.11462542208585333,70.7464485168457,0.9762502030489293,"(0.093705, 0.121231, 0.142569, 0.156541, 0.168777, 0.179382, 0.187108)","(0.070048, 0.090994, 0.108546, 0.119950, 0.129827, 0.138354, 0.144659)",0.022763617070657865,0.14921648135142668,0.11233476070421082,65.24453793253217,0.9136432898896081,"(0.091702, 0.117641, 0.138398, 0.152076, 0.163835, 0.175010, 0.183616)","(0.068934, 0.088802, 0.106146, 0.117399, 0.126679, 0.135785, 0.142598)",,,,,,,
msfv4_base,epoch,3,1,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.022370043933946402,0.14943448705681564,0.11185840941331487,69.25675315045297,0.9772932447017507,"(0.090033, 0.118778, 0.139589, 0.153323, 0.165040, 0.174690, 0.182420)","(0.067206, 0.089144, 0.106296, 0.117547, 0.126985, 0.134795, 0.141036)",0.022232788315575038,0.14768223916845663,0.11076760504926954,66.12052600724357,0.9172611492020744,"(0.088056, 0.115107, 0.136148, 0.150862, 0.161893, 0.174382, 0.183189)","(0.065488, 0.086386, 0.103963, 0.116265, 0.125198, 0.135569, 0.142504)",,,,,,,
msfv4_base,epoch,4,1,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.02164328672942963,0.14700682832245385,0.10991107323702345,67.76965198111027,0.9780194052356355,"(0.086926, 0.117166, 0.137839, 0.151419, 0.162517, 0.171684, 0.179152)","(0.064507, 0.087836, 0.104921, 0.116062, 0.125023, 0.132496, 0.138533)",0.020871640848261968,0.14290023382220948,0.107081463560462,63.287642989839824,0.9194425131593432,"(0.083834, 0.113104, 0.133161, 0.146803, 0.157734, 0.167325, 0.175555)","(0.062311, 0.085249, 0.101819, 0.113071, 0.121683, 0.129365, 0.136073)",,,,,,,
msfv4_base,epoch,5,0,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.02099223726211076,0.14476887089898538,0.10803624916266888,66.33251161778227,0.9787131123086239,"(0.083878, 0.115681, 0.136087, 0.149406, 0.160320, 0.168984, 0.176383)","(0.061588, 0.086495, 0.103521, 0.114512, 0.123381, 0.130402, 0.136355)",0.02203937792884452,0.14754779317549296,0.11047768193696227,69.30458290236336,0.9154112296445029,"(0.085718, 0.116627, 0.136128, 0.149904, 0.163546, 0.175769, 0.180577)","(0.063643, 0.087351, 0.103591, 0.115135, 0.126406, 0.136875, 0.140343)",,,,,,,
msfv4_base,epoch,6,0,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.020792086529446408,0.14409831793580272,0.10747237733386933,65.77198334957691,0.9789154808571998,"(0.082491, 0.115096, 0.135564, 0.149151, 0.159910, 0.168353, 0.175162)","(0.060243, 0.085977, 0.103112, 0.114365, 0.123109, 0.130024, 0.135476)",0.02092487265222839,0.14299191534519196,0.10711501059787613,63.3055408341544,0.9203210856233325,"(0.081591, 0.112949, 0.131183, 0.144671, 0.157847, 0.170017, 0.177753)","(0.060723, 0.085377, 0.100196, 0.111168, 0.122045, 0.132042, 0.138254)",,,,,,,
msfv4_base,epoch,7,1,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.02029850757978064,0.14235786780438756,0.10594117958494957,64.7244885830169,0.979422780427527,"(0.080268, 0.113585, 0.134144, 0.147521, 0.157930, 0.166378, 0.173350)","(0.058047, 0.084647, 0.101932, 0.113015, 0.121468, 0.128420, 0.134059)",0.019900040767554725,0.13954983252499784,0.10421869957021304,61.07281582696097,0.9223982074431011,"(0.077938, 0.109520, 0.129872, 0.143683, 0.155003, 0.164108, 0.172141)","(0.057144, 0.081805, 0.099143, 0.110431, 0.119877, 0.127267, 0.133864)",,,,,,,
msfv4_base,epoch,8,0,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.020126169923930726,0.14177911457291806,0.10553234696705291,64.40221871720983,0.9796072422189915,"(0.080097, 0.113810, 0.133921, 0.147033, 0.157246, 0.165348, 0.172150)","(0.057864, 0.084849, 0.101760, 0.112621, 0.120969, 0.127608, 0.133055)",0.020746301527002027,0.14247051333742483,0.10749267041683197,62.685059785842896,0.9176296825919833,"(0.081267, 0.112395, 0.132996, 0.147583, 0.156827, 0.166751, 0.175554)","(0.061013, 0.085289, 0.102531, 0.114632, 0.121621, 0.130003, 0.137360)",,,,,,,
msfv4_base,epoch,9,1,MSFv3,14,7,./checkpoints/msfv4_base.pt,128,4,4,"(2, 4, 8, 16)",0.02013145279178911,0.14180865337518908,0.1055589514843961,64.38712722697157,0.9795723031175897,"(0.079903, 0.113882, 0.133888, 0.147097, 0.157353, 0.165498, 0.172051)","(0.057761, 0.084938, 0.101753, 0.112700, 0.121046, 0.127715, 0.133000)",0.019626093296600238,0.13872452745480196,0.10308778259371008,61.31602450779506,0.9238020202943257,"(0.076671, 0.108236, 0.128936, 0.143435, 0.155029, 0.162755, 0.171013)","(0.055045, 0.080350, 0.097860, 0.109777, 0.119418, 0.126282, 0.132883)",,,,,,,
